path,avg_anomaly_score,times_flagged_out_of_seeds,sub_category,details
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient47155/study1/view2_frontal.jpg,-0.18692112838404715,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.0%, Black: 5.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient14126/study1/view1_frontal.jpg,-0.18690779501071214,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36175/study13/view1_frontal.jpg,-0.18686927895333852,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 5.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient22770/study2/view1_frontal.jpg,-0.18684198378657163,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.0%, Black: 6.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient04836/study8/view1_frontal.jpg,-0.1868344277966995,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36175/study9/view1_frontal.jpg,-0.18677355326801565,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient05506/study4/view1_frontal.jpg,-0.18666818127397594,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36465/study12/view1_frontal.jpg,-0.18659184550158983,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 6.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient02010/study6/view1_frontal.jpg,-0.18656785634226578,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.0%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient17011/study15/view1_frontal.jpg,-0.18654620768611974,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 17.1%, Black: 4.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient23336/study1/view1_frontal.jpg,-0.18652775594794996,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient38208/study4/view1_frontal.jpg,-0.18651680483851688,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient61792/study1/view1_frontal.jpg,-0.18650730226811277,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.0%, Black: 6.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient09010/study7/view1_frontal.jpg,-0.18649600432259253,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient58044/study3/view1_frontal.jpg,-0.18648327566574988,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient48685/study2/view1_frontal.jpg,-0.18639883567536586,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 5.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient35273/study1/view1_frontal.jpg,-0.18639359062467628,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 28.2%, Black: 5.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient12390/study7/view1_frontal.jpg,-0.18638955075350724,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 13.9%, Black: 5.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient05268/study7/view1_frontal.jpg,-0.18638739107897437,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient35469/study9/view1_frontal.jpg,-0.18635108349813034,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient61792/study2/view1_frontal.jpg,-0.18634947825456102,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 6.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient05205/study3/view1_frontal.jpg,-0.1863482129994438,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 16.0%, Black: 4.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient51479/study1/view1_frontal.jpg,-0.1863401619302541,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 3.2%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient35631/study10/view1_frontal.jpg,-0.18633373223022923,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 27.9%, Black: 2.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient13304/study2/view1_frontal.jpg,-0.1863311384636243,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 6.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient07953/study2/view1_frontal.jpg,-0.18630164237749683,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient35501/study2/view1_frontal.jpg,-0.1862818923993705,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.4%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient38221/study1/view1_frontal.jpg,-0.1862228878689198,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient57201/study2/view1_frontal.jpg,-0.18620701061166747,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.2%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient04613/study11/view1_frontal.jpg,-0.18619709685527663,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient34260/study4/view1_frontal.jpg,-0.18616481797796067,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient13708/study13/view1_frontal.jpg,-0.18612736367186225,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 4.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient42238/study1/view1_frontal.jpg,-0.18610287267162676,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient08517/study16/view1_frontal.jpg,-0.18608590802322403,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient33821/study1/view1_frontal.jpg,-0.18607948346557207,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.9%, Black: 5.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient43065/study2/view1_frontal.jpg,-0.18607059298619152,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient47962/study7/view1_frontal.jpg,-0.18596735803781048,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient24206/study5/view2_lateral.jpg,-0.18588862647143675,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 13.3%, Black: 0.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient52121/study3/view1_frontal.jpg,-0.18586858799360154,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient25826/study5/view1_frontal.jpg,-0.18586692710607747,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 20.0%, Black: 0.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient51759/study1/view1_frontal.jpg,-0.18584940556924837,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient20477/study15/view1_frontal.jpg,-0.18584372401287158,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient16606/study10/view1_frontal.jpg,-0.18583196282459527,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 6.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient39727/study1/view1_frontal.jpg,-0.18582366255610924,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient41366/study2/view1_frontal.jpg,-0.18580655561837853,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient37438/study3/view1_frontal.jpg,-0.1858012028679761,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient22856/study2/view1_frontal.jpg,-0.1857791727847074,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.8%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient57629/study1/view1_frontal.jpg,-0.1857771441696297,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 6.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient18639/study1/view1_frontal.jpg,-0.18576668185368211,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 19.7%, Black: 2.8%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient04871/study1/view1_frontal.jpg,-0.1857461665651751,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient43661/study2/view1_frontal.jpg,-0.185728873407021,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.8%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient01282/study2/view1_frontal.jpg,-0.18564239422693932,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 6.2%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient37580/study2/view1_frontal.jpg,-0.18564222499582345,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient29212/study1/view1_frontal.jpg,-0.18563121391843654,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient00008/study2/view1_frontal.jpg,-0.18563060681922355,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient41102/study3/view1_frontal.jpg,-0.1855587738560232,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient15522/study17/view1_frontal.jpg,-0.18555456456274705,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient63308/study1/view1_frontal.jpg,-0.1855321947210608,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 2.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient50339/study1/view1_frontal.jpg,-0.18552593905450823,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.7%, Black: 6.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient34587/study5/view1_frontal.jpg,-0.18551379615106536,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient06494/study2/view1_frontal.jpg,-0.1854969709706033,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 14.1%, Black: 5.2%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient45031/study1/view1_frontal.jpg,-0.1854880609435001,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 6.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient07569/study2/view1_frontal.jpg,-0.1854826518302291,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 11.1%, Black: 5.2%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient59804/study1/view1_frontal.jpg,-0.1854748326466201,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 11.1%, Black: 4.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient28355/study8/view1_frontal.jpg,-0.18547422778482123,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient03541/study2/view1_frontal.jpg,-0.18546119703317274,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.7%, Black: 3.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient52307/study2/view1_frontal.jpg,-0.18546051924712903,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.4%, Black: 6.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient14835/study5/view1_frontal.jpg,-0.1854526219530826,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.1%, Black: 5.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient02001/study4/view1_frontal.jpg,-0.18541977409294827,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36236/study4/view1_frontal.jpg,-0.18538941133349232,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 6.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient43257/study2/view1_frontal.jpg,-0.18538875680357406,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 4.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient59816/study1/view1_frontal.jpg,-0.1853770395518047,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient53189/study2/view1_frontal.jpg,-0.18535793778723716,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 5.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient45469/study2/view1_frontal.jpg,-0.18534561315152404,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 6.0%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient21744/study19/view1_frontal.jpg,-0.18530288460390132,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.7%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient02703/study2/view1_frontal.jpg,-0.18528974577243346,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.3%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient54569/study2/view1_frontal.jpg,-0.185267281344975,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 6.3%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient26510/study4/view1_frontal.jpg,-0.18520340997977583,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.3%, Black: 5.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36711/study3/view1_frontal.jpg,-0.18519045766279033,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 1.9%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient45885/study2/view1_frontal.jpg,-0.18517729661014368,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 4.4%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient03480/study1/view1_frontal.jpg,-0.18516658814371723,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 4.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient41369/study2/view1_frontal.jpg,-0.18516486557875175,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 6.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient42000/study2/view1_frontal.jpg,-0.1851239529381475,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient62562/study1/view1_frontal.jpg,-0.18508834948706485,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient05746/study1/view1_frontal.jpg,-0.1850582756101595,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.2%, Black: 5.8%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient31095/study8/view2_frontal.jpg,-0.18501199619271833,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 30.5%, Black: 3.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient57944/study2/view1_frontal.jpg,-0.18501113977216951,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.5%, Black: 5.8%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient48391/study1/view1_frontal.jpg,-0.184991877199794,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.1%, Black: 6.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient21394/study1/view1_frontal.jpg,-0.18494407032819857,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 11.6%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient25559/study1/view1_frontal.jpg,-0.18493685499081933,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.6%, Black: 5.6%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient56497/study2/view1_frontal.jpg,-0.1848898470214535,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 10.5%, Black: 5.1%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient31352/study4/view1_frontal.jpg,-0.18486900206060208,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient39016/study1/view1_frontal.jpg,-0.1848420026612288,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 6.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient07083/study3/view1_frontal.jpg,-0.18477796137363828,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 7.9%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient15759/study3/view1_frontal.jpg,-0.18476165623323346,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.2%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient34889/study4/view1_frontal.jpg,-0.18471519530541097,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 8.7%, Black: 5.5%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient37479/study10/view1_frontal.jpg,-0.1847144472830919,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 9.7%, Black: 4.7%)"
/work/1mxray/Xray/datasets/ChestXpert/CheXpert-v1.0/train/patient36942/study2/view1_frontal.jpg,-0.1846994092398211,14,STRUCTURAL_CUT_ANOMALY,"Cut/Outlier (White: 24.4%, Black: 2.0%)"
